"color","image","lighting","model","year_3","year_s","year_x","year_y"
"Black/Dark gray","IMG_1802.jpeg",8.549,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_1803.jpeg",34.048,"Light","3","2017–2023","","",""
"Black/Dark gray","IMG_1804.jpeg",8.674,"Light","S","","2012–2015","",""
"Black/Dark gray","IMG_1805.jpeg",4.448,"Light","S","","2012–2015","",""
"Black/Dark gray","IMG_1806.jpeg",12.018,"Light","S","","2012–2015","",""
"Black/Dark gray","IMG_1807.jpeg",10.601,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_1808.jpeg",15.322,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_1809.jpeg",36.31,"Light","Y","","","","2020–2024"
"Black/Dark gray","IMG_1810.jpeg",19.657,"Light","X","","","2016–2020",""
"Black/Dark gray","IMG_1811.jpeg",13.694,"Light","X","","","2016–2020",""
"Black/Dark gray","IMG_1812.jpeg",72.617,"Light","X","","","2016–2020",""
"Red","IMG_1140.jpeg",7.547,"Medium","3","2024–nå","","",""
"Red","IMG_1141.jpeg",13.035,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_1142.jpeg",5.496,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1143.jpeg",7.799,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1150.jpeg",23.758,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1151.jpeg",4.178,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1152.jpeg",12.87,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1153.jpeg",13.169,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1154.jpeg",6.516,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1176.jpeg",4.985,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1177.jpeg",6.892,"Medium","Y","","","","2025-nå"
"Red","IMG_1181.jpeg",7.997,"Medium","S","","2016–2020","",""
"Black/Dark gray","IMG_1184.jpeg",7.234,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1185.jpeg",6.237,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1186.jpeg",7.686,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1187.jpeg",8.354,"Medium","Y","","","","2020–2024"
"Red","IMG_1206.jpeg",7.828,"Medium","S","","2012–2015","",""
"Red","IMG_1207.jpeg",10.177,"Medium","S","","2012–2015","",""
"Black/Dark gray","IMG_1208.jpeg",9.739,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1209.jpeg",7.408,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1210.jpeg",6.201,"Medium","Y","","","","2020–2024"
"White","IMG_1211.jpeg",13.345,"Medium","3","2024–nå","","",""
"White","IMG_1212.jpeg",6.038,"Medium","3","2024–nå","","",""
"White","IMG_1213.jpeg",4.24,"Medium","3","2024–nå","","",""
"Red","IMG_1219.jpeg",11.537,"Medium","3","2024–nå","","",""
"Red","IMG_1220.jpeg",5.516,"Medium","3","2024–nå","","",""
"White","IMG_1221.jpeg",3.251,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1228.jpeg",3.608,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1229.jpeg",6.39,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1231.jpeg",5.251,"Medium","Y","","","","2025-nå"
"White","IMG_1242.jpeg",4.66,"Medium","Y","","","","2020–2024"
"White","IMG_1243.jpeg",4.565,"Medium","Y","","","","2020–2024"
"White","IMG_1244.jpeg",7.52,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1245.jpeg",5.454,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1249.jpeg",18.1,"Medium","Y","","","","2020–2024"
"White","IMG_1252.jpeg",4.239,"Medium","Y","","","","2020–2024"
"White","IMG_1253.jpeg",4.868,"Medium","Y","","","","2020–2024"
"White","IMG_1254.jpeg",20.057,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1255.jpeg",7.606,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1256.jpeg",10.451,"Medium","Y","","","","2020–2024"
"White","IMG_1257.jpeg",3.907,"Medium","Y","","","","2025-nå"
"White","IMG_1258.jpeg",4.666,"Medium","Y","","","","2025-nå"
"White","IMG_1259.jpeg",3.847,"Medium","Y","","","","2025-nå"
"Light gray/Silver","IMG_1260.jpeg",5.758,"Medium","Y","","","","2025-nå"
"Light gray/Silver","IMG_1261.jpeg",10.018,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1263.jpeg",10.463,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1264.jpeg",14.751999999999999,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1265.jpeg",9.203,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1266.jpeg",6.386,"Medium","3","2017–2023","","",""
"Blue","IMG_1267.jpeg",6.492,"Medium","3","2017–2023","","",""
"Blue","IMG_1268.jpeg",5.913,"Medium","3","2017–2023","","",""
"Blue","IMG_1269.jpeg",13.141,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1270.jpeg",14.423000000000002,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1271.jpeg",11.966999999999999,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1272.jpeg",28.257,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1288.jpeg",6.148,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1289.jpeg",18.207,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1290.jpeg",18.636,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1291.jpeg",8.675,"Medium","Y","","","","2025-nå"
"White","IMG_1292.jpeg",7.977,"Medium","Y","","","","2020–2024"
"White","IMG_1293.jpeg",5.383,"Medium","Y","","","","2020–2024"
"White","IMG_1294.jpeg",3.206,"Medium","Y","","","","2020–2024"
"White","IMG_1301.jpeg",4.455,"Medium","Y","","","","2020–2024"
"White","IMG_1302.jpeg",5.794,"Medium","Y","","","","2020–2024"
"White","IMG_1303.jpeg",10.013,"Medium","Y","","","","2020–2024"
"White","IMG_1304.jpeg",6.812,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1305.jpeg",6.618,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1306.jpeg",16.933,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1307.jpeg",64.395,"Medium","3","2017–2023","","",""
"Light gray/Silver","IMG_1308.jpeg",8.075,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1309.jpeg",3.822,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1310.jpeg",6.724,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1311.jpeg",6.99,"Medium","S","","2012–2015","",""
"Black/Dark gray","IMG_1312.jpeg",5.797,"Medium","S","","2012–2015","",""
"Black/Dark gray","IMG_1323.jpeg",4.791,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1324.jpeg",7.339,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1325.jpeg",18.864,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1326.jpeg",27.857,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1334.jpeg",6.405,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_1338.jpeg",15.609,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1339.jpeg",29.572000000000003,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1340.jpeg",10.248,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1341.jpeg",8.204,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1342.jpeg",5.134,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1343.jpeg",5.311,"Dark","3","2017–2023","","",""
"Blue","IMG_1344.jpeg",4.763,"Medium","3","2024–nå","","",""
"Blue","IMG_1345.jpeg",4.857,"Medium","3","2024–nå","","",""
"Blue","IMG_1346.jpeg",6.16,"Dark","3","2024–nå","","",""
"White","IMG_1378.jpeg",8.095,"Medium","3","2024–nå","","",""
"White","IMG_1379.jpeg",6.034,"Medium","3","2024–nå","","",""
"White","IMG_1380.jpeg",7.2,"Medium","3","2024–nå","","",""
"Light gray/Silver","IMG_1381.jpeg",5.688,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1382.jpeg",4.728,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1383.jpeg",7.859,"Medium","Y","","","","2020–2024"
"Blue","IMG_1384.jpeg",5.097,"Medium","Y","","","","2020–2024"
"Blue","IMG_1385.jpeg",21.373,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1422.jpeg",9.631,"Medium","3","2017–2023","","",""
"Light gray/Silver","IMG_1423.jpeg",8.614,"Light","3","2017–2023","","",""
"Light gray/Silver","IMG_1424.jpeg",14.058,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1425.jpeg",11.901,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1426.jpeg",11.74,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1427.jpeg",7.897,"Medium","3","2017–2023","","",""
"White","IMG_1428.jpeg",5.638,"Medium","3","2024–nå","","",""
"White","IMG_1429.jpeg",44.936,"Medium","3","2024–nå","","",""
"White","IMG_1430.jpeg",7.997,"Medium","3","2024–nå","","",""
"White","IMG_1431.jpeg",16.798,"Medium","3","2017–2023","","",""
"White","IMG_1432.jpeg",10.145,"Medium","3","2017–2023","","",""
"White","IMG_1433.jpeg",6.212,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1434.jpeg",4.875,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1435.jpeg",10.684,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1436.jpeg",4.302,"Medium","Y","","","","2025-nå"
"White","IMG_1437.jpeg",5.075,"Medium","3","2024–nå","","",""
"White","IMG_1438.jpeg",4.826,"Medium","3","2024–nå","","",""
"White","IMG_1439.jpeg",8.098,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_1440.jpeg",6.197,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1441.jpeg",6.447,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1442.jpeg",4.17,"Medium","Y","","","","2020–2024"
"White","IMG_1443.jpeg",5.989,"Medium","X","","","2016–2020",""
"White","IMG_1444.jpeg",6.66,"Medium","X","","","2016–2020",""
"White","IMG_1445.jpeg",7.447,"Medium","X","","","2016–2020",""
"Light gray/Silver","IMG_1446.jpeg",9.665,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1447.jpeg",5.147,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1448.jpeg",7.328,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1449.jpeg",4.427,"Medium","3","2024–nå","","",""
"Light gray/Silver","IMG_1450.jpeg",22.605,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_1451.jpeg",4.393,"Medium","3","2024–nå","","",""
"White","IMG_1452.jpeg",27.867,"Medium","Y","","","","2020–2024"
"White","IMG_1453.jpeg",8.616,"Medium","Y","","","","2020–2024"
"White","IMG_1454.jpeg",6.443,"Medium","Y","","","","2020–2024"
"White","IMG_1455.jpeg",5.131,"Medium","3","2024–nå","","",""
"White","IMG_1456.jpeg",4.771,"Medium","3","2024–nå","","",""
"White","IMG_1457.jpeg",4.601,"Medium","3","2024–nå","","",""
"Light gray/Silver","IMG_1458.jpeg",4.776,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1459.jpeg",5.976,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1460.jpeg",8.945,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1471.jpeg",5.835,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1475.jpeg",15.272,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_1476.jpeg",21.92,"Medium","3","2024–nå","","",""
"Light gray/Silver","IMG_1485.jpeg",3.907,"Medium","3","2017–2023","","",""
"Light gray/Silver","IMG_1486.jpeg",4.648,"Medium","3","2017–2023","","",""
"Light gray/Silver","IMG_1487.jpeg",8.092,"Medium","3","2017–2023","","",""
"Light gray/Silver","IMG_1488.jpeg",8.153,"Medium","Y","","","","2025-nå"
"White","IMG_1492.jpeg",6.743,"Medium","Y","","","","2020–2024"
"White","IMG_1493.jpeg",8.673,"Medium","Y","","","","2020–2024"
"White","IMG_1494.jpeg",9.742,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1495.jpeg",13.022,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1496.jpeg",7.216,"Dark","Y","","","","2025-nå"
"Black/Dark gray","IMG_1497.jpeg",7.804,"Medium","Y","","","","2025-nå"
"White","IMG_1498.jpeg",5.984,"Medium","3","2024–nå","","",""
"White","IMG_1499.jpeg",35.526,"Medium","3","2024–nå","","",""
"White","IMG_1500.jpeg",5.816,"Medium","3","2024–nå","","",""
"Light gray/Silver","IMG_1501.jpeg",9.609,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1502.jpeg",8.036,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1503.jpeg",7.067,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1504.jpeg",8.566,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1505.jpeg",11.521,"Medium","Y","","","","2025-nå"
"Light gray/Silver","IMG_1506.jpeg",9.168,"Medium","Y","","","","2020–2024"
"White","IMG_1516.jpeg",9.259,"Medium","Y","","","","2025-nå"
"White","IMG_1517.jpeg",11.006,"Medium","3","2024–nå","","",""
"White","IMG_1518.jpeg",16.839,"Medium","3","2024–nå","","",""
"Blue","IMG_1543.jpeg",8.915,"Medium","Y","","","","2020–2024"
"Blue","IMG_1544.jpeg",6.317,"Medium","Y","","","","2020–2024"
"Blue","IMG_1545.jpeg",7.4,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1558.jpeg",4.478,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1559.jpeg",6.279,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1560.jpeg",5.832,"Medium","Y","","","","2025-nå"
"Light gray/Silver","IMG_1561.jpeg",5.051,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1562.jpeg",4.493,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1563.jpeg",9.535,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1564.jpeg",5.711,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1565.jpeg",21.261,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1566.jpeg",20.378999999999998,"Medium","Y","","","","2025-nå"
"White","IMG_1567.jpeg",16.399,"Medium","Y","","","","2020–2024"
"White","IMG_1568.jpeg",5.837,"Medium","Y","","","","2020–2024"
"White","IMG_1569.jpeg",10.976,"Medium","Y","","","","2020–2024"
"White","IMG_1570.jpeg",3.77,"Medium","Y","","","","2020–2024"
"White","IMG_1571.jpeg",4.361,"Medium","Y","","","","2020–2024"
"White","IMG_1572.jpeg",8.942,"Medium","Y","","","","2020–2024"
"Blue","IMG_1573.jpeg",5.741,"Medium","3","2017–2023","","",""
"Blue","IMG_1574.jpeg",5.587,"Medium","3","2017–2023","","",""
"Blue","IMG_1575.jpeg",20.185,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1579.jpeg",7.172000000000001,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1580.jpeg",912.93,"Medium","3","2017–2023","","",""
"Black/Dark gray","IMG_1581.jpeg",9.916,"Medium","3","2017–2023","","",""
"Blue","IMG_1582.jpeg",17.171,"Medium","3","2017–2023","","",""
"Blue","IMG_1583.jpeg",10.89,"Medium","3","2017–2023","","",""
"Blue","IMG_1584.jpeg",27.628,"Medium","3","2017–2023","","",""
"Light gray/Silver","IMG_1585.jpeg",7.551,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1586.jpeg",9.345,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1587.jpeg",11.286,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1588.jpeg",13.671,"Medium","3","2024–nå","","",""
"Light gray/Silver","IMG_1589.jpeg",14.475,"Medium","3","2024–nå","","",""
"Light gray/Silver","IMG_1590.jpeg",21.16,"Medium","3","2024–nå","","",""
"Black/Dark gray","IMG_1591.jpeg",25.310000000000002,"Medium","Y","","","","2025-nå"
"Light gray/Silver","IMG_1592.jpeg",8.503,"Medium","Y","","","","2025-nå"
"Light gray/Silver","IMG_1593.jpeg",8.434,"Medium","Y","","","","2025-nå"
"Blue","IMG_1597.jpeg",7.633,"Medium","3","2024–nå","","",""
"Blue","IMG_1598.jpeg",6.603,"Medium","3","2024–nå","","",""
"Blue","IMG_1599.jpeg",9.005,"Medium","3","2024–nå","","",""
"White","IMG_1603.jpeg",8.182,"Medium","Y","","","","2020–2024"
"White","IMG_1604.jpeg",11.926,"Medium","Y","","","","2020–2024"
"White","IMG_1605.jpeg",13.362,"Medium","Y","","","","2020–2024"
"White","IMG_1606.jpeg",13.448,"Medium","Y","","","","2020–2024"
"White","IMG_1607.jpeg",9.733,"Medium","Y","","","","2020–2024"
"White","IMG_1608.jpeg",13.612,"Medium","Y","","","","2020–2024"
"White","IMG_1609.jpeg",12.903,"Medium","S","","2016–2020","",""
"White","IMG_1610.jpeg",7.256,"Medium","S","","2016–2020","",""
"White","IMG_1611.jpeg",10.185,"Medium","S","","2016–2020","",""
"Black/Dark gray","IMG_1612.jpeg",13.645,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1613.jpeg",12.842,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1614.jpeg",17.797,"Medium","Y","","","","2025-nå"
"White","IMG_1615.jpeg",14.251999999999999,"Medium","3","2017–2023","","",""
"White","IMG_1616.jpeg",7.220000000000001,"Medium","3","2017–2023","","",""
"White","IMG_1617.jpeg",9.108,"Medium","3","2017–2023","","",""
"Light gray/Silver","IMG_1624.jpeg",17.967,"Medium","3","2017–2023","","",""
"Light gray/Silver","IMG_1625.jpeg",29.611,"Medium","3","2017–2023","","",""
"Light gray/Silver","IMG_1626.jpeg",11.089,"Medium","3","2017–2023","","",""
"White","IMG_1627.jpeg",4.19,"Medium","Y","","","","2020–2024"
"White","IMG_1628.jpeg",6.474,"Medium","Y","","","","2020–2024"
"White","IMG_1629.jpeg",10.063,"Medium","Y","","","","2020–2024"
"White","IMG_1630.jpeg",4.539,"Medium","3","2024–nå","","",""
"White","IMG_1631.jpeg",9.078,"Medium","3","2024–nå","","",""
"White","IMG_1632.jpeg",4.532,"Medium","3","2024–nå","","",""
"Light gray/Silver","IMG_1633.jpeg",9.132,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1634.jpeg",10.583,"Medium","Y","","","","2020–2024"
"Light gray/Silver","IMG_1635.jpeg",21.771,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1636.jpeg",5.808,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1637.jpeg",7.308,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1638.jpeg",12.896,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1642.jpeg",7.457000000000001,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1643.jpeg",26.512,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1644.jpeg",9.139000000000001,"Medium","Y","","","","2020–2024"
"Black/Dark gray","IMG_1645.jpeg",4.805,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1646.jpeg",4.49,"Medium","Y","","","","2025-nå"
"Black/Dark gray","IMG_1647.jpeg",5.606,"Medium","Y","","","","2025-nå"
"Light gray/Silver","IMG_1651.jpeg",8.558,"Medium","Y","","","","2025-nå"
"Blue","IMG_1667.jpeg",8.743,"Medium","3","2017–2023","","",""
"Blue","IMG_1668.jpeg",5.988,"Medium","3","2017–2023","","",""
"Blue","IMG_1669.jpeg",28.501,"Medium","3","2017–2023","","",""
"Red","IMG_1136.jpeg",7.103,"Dark","3","2024–nå","","",""
