color,image,lighting,model,source,year
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180013070_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180015725_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180018142_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180020527_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180035878_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180040591_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180043690_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180048484_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180050507_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180055422_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_180057469_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_180103581_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180109743_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180118049_iOS.jpg,Dark,Other car,internal,
Blue,Egenprodusert/non-tesla/dark/20260303_180208515_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_180210901_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180317968_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180324083_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180332608_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180337849_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_180348611_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180425289_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180438406_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180446151_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180450831_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180459374_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180503337_iOS.jpg,Dark,Other car,internal,
Red,Egenprodusert/non-tesla/dark/20260303_180542473_iOS.jpg,Dark,Other car,internal,
Red,Egenprodusert/non-tesla/dark/20260303_180550940_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_180559229_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_180604809_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180652733_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180659106_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180717644_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180722637_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180733148_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180735798_iOS.jpg,Dark,Other car,internal,
Red,Egenprodusert/non-tesla/dark/20260303_180743866_iOS.jpg,Dark,Other car,internal,
Red,Egenprodusert/non-tesla/dark/20260303_180748287_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_180802850_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180821326_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180827116_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180839820_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180845453_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_181040014_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_181044951_iOS.jpg,Dark,Other car,internal,
Red,Egenprodusert/non-tesla/dark/20260303_181054095_iOS.jpg,Dark,Other car,internal,
Red,Egenprodusert/non-tesla/dark/20260303_181058869_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_181126014_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_181133835_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_181209235_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_181215372_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_181251315_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_181258405_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_181301254_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_181306848_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_181312132_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_181319285_iOS.jpg,Dark,Other car,internal,
Blue,Egenprodusert/non-tesla/dark/20260303_181426605_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_181444376_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_181453728_iOS.jpg,Dark,Other car,internal,
Blue,Egenprodusert/non-tesla/dark/20260303_181517472_iOS.jpg,Dark,Other car,internal,
Blue,Egenprodusert/non-tesla/dark/20260303_181522215_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_181544713_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_181550886_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_181601232_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_181612537_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182049999_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182054559_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_182118989_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_182123044_iOS.jpg,Dark,Other car,internal,
Blue,Egenprodusert/non-tesla/dark/20260303_182159744_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_182210155_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_182214051_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182228646_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182235728_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182238305_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182254876_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182334047_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_182336918_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_182358701_iOS.jpg,Dark,Other car,internal,
Blue,Egenprodusert/non-tesla/dark/20260303_182400621_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_182413669_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_182433900_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_182437623_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_182442089_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182443666_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182446802_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182458655_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182503967_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_182508970_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_182520304_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_182833032_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_182840229_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_182847639_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_182853775_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182902936_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182906677_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_182913635_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_182916881_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182919811_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182924825_iOS.jpg,Dark,Other car,internal,
Red,Egenprodusert/non-tesla/dark/20260303_182930184_iOS.jpg,Dark,Other car,internal,
Red,Egenprodusert/non-tesla/dark/20260303_182933625_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182948639_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_182952877_iOS.jpg,Dark,Other car,internal,
Blue,Egenprodusert/non-tesla/dark/20260303_182955165_iOS.jpg,Dark,Other car,internal,
Blue,Egenprodusert/non-tesla/dark/20260303_183000068_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_183025775_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_183029479_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_183035200_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_183047219_iOS.jpg,Dark,Other car,internal,
Red,Egenprodusert/non-tesla/dark/20260303_183057707_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_183111402_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_183159700_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_183204493_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_183218543_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_183225147_iOS.jpg,Dark,Other car,internal,
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_183229178_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_183322789_iOS.jpg,Dark,Other car,internal,
Light gray/Silver,Egenprodusert/non-tesla/dark/20260303_183328670_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_183448509_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_183457173_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_183522751_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/non-tesla/dark/20260303_183525144_iOS.jpg,Dark,Other car,internal,
White,Egenprodusert/Tesla/daylight/IMG_1235.jpg,Light,S 2012–2015,internal,2012–2015
White,Egenprodusert/Tesla/daylight/IMG_1236.jpg,Light,S 2012–2015,internal,2012–2015
White,Egenprodusert/Tesla/daylight/IMG_1237.jpg,Light,S 2012–2015,internal,2012–2015
Blue,Egenprodusert/Tesla/daylight/IMG_1347.jpg,Light,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/daylight/IMG_1348.jpg,Light,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/daylight/IMG_1349.jpg,Light,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1350.jpg,Light,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1351.jpg,Light,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1352.jpg,Light,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/daylight/IMG_1353.jpg,Light,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/daylight/IMG_1354.jpg,Light,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/daylight/IMG_1355.jpg,Light,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1356.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1357.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1358.jpg,Light,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/daylight/IMG_1359.jpg,Light,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_1360.jpg,Light,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_1361.jpg,Light,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_1362.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1363.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1364.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1365.jpg,Light,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/daylight/IMG_1366.jpg,Light,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/daylight/IMG_1367.jpg,Light,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/daylight/IMG_1368.jpg,Light,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1369.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1370.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1371.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1396.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1397.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1398.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1399.jpg,Light,3 2024–nå,internal,2024–nå
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_1400.jpg,Light,3 2024–nå,internal,2024–nå
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_1401.jpg,Light,3 2024–nå,internal,2024–nå
White,Egenprodusert/Tesla/daylight/IMG_1402.jpg,Light,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/daylight/IMG_1403.jpg,Light,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/daylight/IMG_1404.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1405.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1406.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1407.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1408.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1409.jpg,Light,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_1410.jpg,Light,3 2024–nå,internal,2024–nå
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_1411.jpg,Light,3 2024–nå,internal,2024–nå
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_1412.jpg,Light,3 2024–nå,internal,2024–nå
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1413.jpg,Light,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1414.jpg,Light,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1415.jpg,Light,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1416.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1417.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1418.jpg,Light,Y 2020–2024,internal,2020–2024
Red,Egenprodusert/Tesla/daylight/IMG_1419.jpg,Light,3 2024–nå,internal,2024–nå
Red,Egenprodusert/Tesla/daylight/IMG_1420.jpg,Light,3 2024–nå,internal,2024–nå
Red,Egenprodusert/Tesla/daylight/IMG_1421.jpg,Light,3 2024–nå,internal,2024–nå
Blue,Egenprodusert/Tesla/daylight/IMG_1673.jpg,Light,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/daylight/IMG_1674.jpg,Light,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/daylight/IMG_1675.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1676.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1677.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1678.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1679.jpg,Light,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1680.jpg,Light,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1681.jpg,Light,Y 2025-nå,internal,2025-nå
Red,Egenprodusert/Tesla/daylight/IMG_1682.jpg,Light,3 2024–nå,internal,2024–nå
Red,Egenprodusert/Tesla/daylight/IMG_1683.jpg,Light,3 2024–nå,internal,2024–nå
Red,Egenprodusert/Tesla/daylight/IMG_1684.jpg,Light,3 2024–nå,internal,2024–nå
White,Egenprodusert/Tesla/daylight/IMG_1685.jpg,Light,S 2012–2015,internal,2012–2015
White,Egenprodusert/Tesla/daylight/IMG_1686.jpg,Light,S 2012–2015,internal,2012–2015
White,Egenprodusert/Tesla/daylight/IMG_1687.jpg,Light,S 2012–2015,internal,2012–2015
White,Egenprodusert/Tesla/daylight/IMG_1688.jpg,Light,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/daylight/IMG_1689.jpg,Light,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/daylight/IMG_1690.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1691.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1692.jpg,Light,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1693.jpg,Light,3 2017–2023,internal,2017–2023
