color,image,lighting,model,source,year,lvl1,lvl2,strat_key
White,Eksternt/Tesla/daylight/Kaggle/X/d00ff271-0b10-4c47-823d-933a4f97e8e5.png,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Black/Dark gray,Egenprodusert/non-tesla/low-light/IMG_1845.jpeg,Medium,Other car,internal,,Other,NA,Other|NA|Medium
White,Egenprodusert/Tesla/low-light/IMG_1632.jpeg,Medium,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Medium
Black/Dark gray,Eksternt/non-tesla/daylight/2292_01378.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Eksternt/non-tesla/daylight/1654_01029.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Egenprodusert/Tesla/low-light/IMG_3748.jpeg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
Light gray/Silver,Egenprodusert/Tesla/low-light/IMG_1504.jpeg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
Red,Egenprodusert/non-tesla/dark/IMG_4391.jpeg,Dark,Other car,internal,,Other,NA,Other|NA|Dark
White,Eksternt/Tesla/daylight/Kaggle/X/images - 2023-08-30T070132.499.jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_3903.jpeg,Light,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Red,Eksternt/Tesla/daylight/Kaggle/S/tesla-model-s-1-original.jpg,Light,S 2012–2015,external,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light
White,Egenprodusert/Tesla/dark/%~n1-299.jpg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/0682_05761.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Eksternt/non-tesla/daylight/0419_05842.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4302.jpeg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_3864.jpeg,Dark,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/1003_00911.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Egenprodusert/Tesla/low-light/IMG_1582.jpeg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-317.jpg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark
White,Egenprodusert/Tesla/dark/IMG_4149.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
White,Eksternt/non-tesla/daylight/1727_05555.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Egenprodusert/Tesla/low-light/%~n1-310.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium
Red,Egenprodusert/Tesla/dark/%~n1-248.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
White,Egenprodusert/Tesla/dark/IMG_4153.jpeg,Dark,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/1160_08043.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/1047_04273.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0469_01161.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/1434_01114.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_3947.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Egenprodusert/Tesla/daylight/IMG_1792.jpeg,Light,X,internal,2016–2020,Tesla,X,Tesla|X|Light
Black/Dark gray,Eksternt/non-tesla/daylight/0180_05029.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/Tesla/daylight/Kaggle/X/images (1).jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Blue,Eksternt/non-tesla/daylight/0148_04961.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/X/Tesla-Model-X-front-action.jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1505_05592.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Eksternt/non-tesla/daylight/0425_00337.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/0512_01791.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/1019_01702.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/low-light/IMG_4290.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Black/Dark gray,Egenprodusert/non-tesla/low-light/20260128_071440089_iOS.jpg,Medium,Other car,internal,,Other,NA,Other|NA|Medium
Light gray/Silver,Eksternt/non-tesla/daylight/2001_02704.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/daylight/IMG_4021.jpeg,Light,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Black/Dark gray,Eksternt/non-tesla/daylight/0595_06317.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Egenprodusert/non-tesla/low-light/20260128_071320851_iOS.jpg,Medium,Other car,internal,,Other,NA,Other|NA|Medium
Light gray/Silver,Egenprodusert/non-tesla/daylight/IMG_4319.jpeg,Light,Other car,internal,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/daylight/%~n1-471.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Eksternt/non-tesla/daylight/0134_05176.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0348_07822.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0341_05133.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-75.jpg,Dark,X,internal,2021–nå,Tesla,X,Tesla|X|Dark
Red,Eksternt/non-tesla/daylight/0441_05846.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/1958_05473.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Egenprodusert/Tesla/daylight/IMG_1420.jpeg,Light,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Light
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/Y/t46.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Black/Dark gray,Egenprodusert/non-tesla/low-light/IMG_1844.jpeg,Medium,Other car,internal,,Other,NA,Other|NA|Medium
White,Egenprodusert/Tesla/low-light/%~n1-322.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
Black/Dark gray,Egenprodusert/Tesla/daylight/%~n1-399.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Eksternt/non-tesla/daylight/0656_01438.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Eksternt/non-tesla/daylight/0836_05309.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/daylight/%~n1-410.jpg,Light,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Light gray/Silver,Eksternt/non-tesla/daylight/2225_01206.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/dark/IMG_4241.jpeg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark
Blue,Eksternt/Tesla/daylight/Kaggle/Y/t126.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Red,Egenprodusert/Tesla/dark/IMG_1246.jpeg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark
White,Egenprodusert/Tesla/dark/IMG_1557.jpeg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark
Red,Eksternt/non-tesla/daylight/0736_01932.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/1483_02942.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/0149_03000.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/daylight/IMG_1404.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Egenprodusert/Tesla/dark/IMG_1147.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Red,Eksternt/non-tesla/daylight/1828_06638.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/0257_05984.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Egenprodusert/non-tesla/daylight/IMG_4336.jpeg,Light,Other car,internal,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/2135_03985.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1796_00385.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1253_03734.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Green,Eksternt/non-tesla/daylight/1648_02939.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_4125.jpeg,Medium,X,internal,2016–2020,Tesla,X,Tesla|X|Medium
White,Egenprodusert/Tesla/daylight/IMG_1402.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4238.jpeg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark
White,Eksternt/non-tesla/daylight/0579_00227.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4284.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_1233.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Red,Eksternt/non-tesla/daylight/2341_06941.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/daylight/IMG_3885.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Red,Eksternt/non-tesla/daylight/0737_02333.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/1794_01881.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_1266.jpeg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium
Light gray/Silver,Eksternt/Tesla/daylight/Kaggle/X/images - 2023-08-30T070130.929.jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
White,Eksternt/non-tesla/daylight/2284_02557.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Eksternt/non-tesla/daylight/0011_01080.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Yellow,Eksternt/non-tesla/daylight/1790_02343.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/daylight/IMG_4015.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Blue,Egenprodusert/Tesla/low-light/IMG_1346.jpeg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070954.464.jpg,Medium,S 2016–nå,external,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Medium
Red,Eksternt/non-tesla/daylight/1046_05443.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Egenprodusert/non-tesla/dark/IMG_1278.jpeg,Dark,Other car,internal,,Other,NA,Other|NA|Dark
White,Egenprodusert/Tesla/low-light/%~n1-209.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
White,Eksternt/non-tesla/daylight/0449_06643.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Egenprodusert/Tesla/dark/%~n1-336.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Green,Egenprodusert/non-tesla/daylight/IMG_1744.jpeg,Light,Other car,internal,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1295_01591.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/0122_05631.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/dark/IMG_1204.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4244.jpeg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark
White,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070953.109.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Black/Dark gray,Eksternt/non-tesla/daylight/1615_05191.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070131.097.jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_1512.jpeg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/0913_06222.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-114.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Red,Eksternt/non-tesla/daylight/0843_05477.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/2201_02515.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/2350_04205.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/Tesla/daylight/Kaggle/Y/images - 2023-08-30T082158.248.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Egenprodusert/Tesla/low-light/IMG_1499.jpeg,Medium,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Medium
White,Egenprodusert/Tesla/low-light/IMG_4226.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/0991_04750.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/Tesla/daylight/Kaggle/X/2023-tesla-model-x-7.jpg,Light,X,external,2021–nå,Tesla,X,Tesla|X|Light
Blue,Eksternt/Tesla/daylight/Kaggle/Y/t14.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_4037.jpeg,Light,S 2012–2015,internal,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light
White,Egenprodusert/Tesla/low-light/IMG_4054.jpeg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
Red,Eksternt/non-tesla/daylight/1558_06246.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/dark/%~n1-44.jpg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark
Black/Dark gray,Eksternt/non-tesla/daylight/1597_07676.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Yellow,Eksternt/non-tesla/daylight/0594_03265.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/1373_05146.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/2003_02668.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/2171_04452.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0616_03022.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Egenprodusert/Tesla/low-light/IMG_1626.jpeg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium
White,Eksternt/non-tesla/daylight/0726_03128.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Green,Eksternt/non-tesla/daylight/2008_04093.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Eksternt/non-tesla/daylight/0261_05125.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0329_00942.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1592_08116.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Egenprodusert/Tesla/daylight/%~n1-411.jpg,Light,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1503_00363.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Eksternt/non-tesla/daylight/2150_00041.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/Tesla/daylight/Kaggle/X/images - 2023-08-30T070124.969.jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Red,Eksternt/Tesla/daylight/Kaggle/S/2018_Tesla_Model_S_75D.jpg,Light,S 2016–nå,external,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0768_00438.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/dark/%~n1-245.jpg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark
Black/Dark gray,Egenprodusert/non-tesla/dark/IMG_1821.jpeg,Dark,Other car,internal,,Other,NA,Other|NA|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/1630_01651.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Egenprodusert/non-tesla/low-light/IMG_4357.jpeg,Medium,Other car,internal,,Other,NA,Other|NA|Medium
Light gray/Silver,Eksternt/non-tesla/daylight/2193_04807.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_3878.jpeg,Light,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
White,Egenprodusert/Tesla/daylight/%~n1-377.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Red,Eksternt/non-tesla/daylight/2198_00232.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/2246_04158.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Egenprodusert/Tesla/dark/IMG_1183.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Red,Eksternt/non-tesla/daylight/0837_03380.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/non-tesla/dark/IMG_1285.jpeg,Dark,Other car,internal,,Other,NA,Other|NA|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/1143_01940.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/non-tesla/daylight/%~n1-493.jpg,Light,Other car,internal,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_3792.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
White,Eksternt/non-tesla/daylight/0063_04594.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/dark/IMG_3847.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Red,Eksternt/non-tesla/daylight/0338_05513.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Egenprodusert/non-tesla/low-light/IMG_4353.jpeg,Medium,Other car,internal,,Other,NA,Other|NA|Medium
Red,Egenprodusert/Tesla/daylight/%~n1-449.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Egenprodusert/Tesla/low-light/IMG_1570.jpeg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
White,Egenprodusert/non-tesla/low-light/IMG_4356.jpeg,Medium,Other car,internal,,Other,NA,Other|NA|Medium
Light gray/Silver,Eksternt/non-tesla/daylight/1361_00047.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/Tesla/daylight/Kaggle/X/t4.jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4239.jpeg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-85.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
White,Egenprodusert/Tesla/dark/IMG_3777.jpeg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark
White,Egenprodusert/Tesla/dark/IMG_3753.jpeg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/1320_00218.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Eksternt/non-tesla/daylight/1110_02226.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-344.jpg,Dark,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Dark
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4139.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
White,Eksternt/Tesla/daylight/Kaggle/X/t91.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
White,Egenprodusert/Tesla/daylight/%~n1-422.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Blue,Egenprodusert/Tesla/low-light/%~n1-146.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
Red,Eksternt/non-tesla/daylight/1254_02890.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0770_05717.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Eksternt/non-tesla/daylight/1086_00437.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Egenprodusert/Tesla/daylight/20260129_122248227_iOS.jpg,Light,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Light
Green,Eksternt/non-tesla/daylight/1327_05744.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Eksternt/Tesla/daylight/Kaggle/3/render-tesla-model-2-bleu-argus-2023_14.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
